price_eur,location,city,governorate,Area,room,bathroom,age,state,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
139500,Cité Ain Meriem,Bizerte Nord,Bizerte,350.0,4,3,1,1,61.5759176301761,0,0,0,0,0,0,0,0,1,0,0
775000,Hammam Sousse,Hammam Sousse,Sousse,20000.0,8,3,1,1,46.8964705041361,0,0,0,0,0,0,0,0,0,0,0
96077,Nabeul,Nabeul,Nabeul,9972.0,2,1,0,2,72.8250683705131,0,0,1,0,1,1,1,0,1,1,1
139500,La Marsa,La Marsa,tunis,5065.0,4,2,1,1,17.7221901283016,0,0,0,0,0,0,1,0,1,0,0
263500,Sidi Thabet,Sidi Thabet,Ariana,4600.0,4,2,2,1,14.3537727228831,0,0,0,0,1,0,0,0,1,1,1
139500,La Soukra,La Soukra,Ariana,3600.0,4,5,1,1,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
155000,Djerba,Djerba,Djerba,2491.0,3,1,3,1,330.364710711477,0,0,0,0,0,1,0,0,1,0,0
279000,Djerba,Djerba,Djerba,2006.0,3,2,1,1,336.063533301856,0,0,0,0,0,1,0,0,0,0,0
1860000,Montplaisir,Tunis,tunis,1900.0,3,1,1,1,1.08757554262964,1,0,0,0,0,0,0,0,0,1,1
111600,Aouina,Tunis,tunis,1745.0,3,3,1,1,18.0328201119201,0,0,0,0,0,0,1,0,1,1,1
139500,Hammamet Nord,Hammamet,Nabeul,1659.0,4,3,1,2,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
248000,Hammamet,Hammamet,Nabeul,1450.0,9,6,2,1,65.4597220191691,1,0,0,1,0,0,0,0,1,0,0
248000,El Kantaoui,Hammam Sousse,Sousse,1360.0,3,1,1,1,113.681036216882,0,0,0,0,0,0,0,1,1,1,1
2170000,Les Berges Du Lac 1,La Marsa,tunis,1350.0,1,4,1,2,17.7221901283016,0,0,0,0,0,1,0,0,0,0,0
1705000,Gammarth Supérieur,La Marsa,tunis,1350.0,6,3,1,1,17.1442862379442,0,0,0,0,0,1,0,0,0,0,0
151900,Cité Ons,Sakiet Ezzit,Sfax,1250.0,4,1,5,0,228.701487660566,0,0,0,0,0,0,0,0,0,0,0
83700,Hammamet,Hammamet,Nabeul,1240.0,3,1,1,1,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
2015000,Cité Les Pins,La Marsa,tunis,1200.0,4,4,1,2,10.1287369466105,1,0,0,0,0,1,1,0,1,1,1
241800,Hammamet,Hammamet,Nabeul,1200.0,3,4,1,2,65.4597220191691,1,0,0,1,1,1,0,0,1,1,1
217000,Djerba,Djerba,Djerba,1200.0,3,1,3,1,336.063533301856,0,0,0,0,0,0,0,0,0,0,0
139500,Hammamet Sud,Hammamet,Nabeul,1200.0,3,2,2,1,65.4597220191691,1,0,0,0,1,1,0,1,1,0,1
139500,Nabeul,Nabeul,Nabeul,1030.0,3,2,0,2,327.765254316544,1,0,0,0,0,0,0,0,0,0,0
2480000,Gammarth,La Marsa,tunis,1000.0,3,2,2,1,17.7221901283016,1,0,1,1,1,1,1,1,1,1,1
837000,La Marsa,La Marsa,tunis,1000.0,3,2,4,0,14.249053168265,0,0,0,0,0,0,0,0,0,1,0
232500,Bou Mhel,Boumhel Bassatine,Ben Arous,1000.0,3,2,0,1,30.8152660477654,1,0,0,0,1,1,0,0,1,1,1
139500,Hammamet Sud,Hammamet,Nabeul,1000.0,2,1,0,2,65.4597220191691,0,0,0,0,0,0,0,0,1,0,0
139500,Hammamet Sud,Hammamet,Nabeul,1000.0,4,4,1,2,65.4597220191691,1,0,0,1,1,1,0,0,1,0,1
325500,Zone Touristique,Monastir Ville,Monastir,900.0,3,2,1,1,133.291557561126,1,0,0,0,0,0,0,0,0,0,0
192200,Bou Jerdga,Mornag,Ben Arous,900.0,3,2,2,1,18.3799491860473,1,0,0,0,1,1,0,0,1,0,1
114700,Djerba,Djerba,Djerba,870.0,3,2,2,1,336.063533301856,1,0,0,0,0,0,0,0,0,0,0
1240000,Carthage,Carthage,tunis,860.0,3,3,1,1,16.5057647881764,1,0,1,1,0,0,0,0,1,1,1
651000,Yasmine Hammamet,Hammamet,Nabeul,850.0,3,3,1,2,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
260400,Les Berges Du Lac 2,La Marsa,tunis,840.0,3,3,1,1,10.2013421125342,1,0,1,0,0,0,1,0,1,1,1
387500,Gammarth Village,La Marsa,tunis,817.0,3,2,3,0,17.7221901283016,1,0,0,0,0,0,0,0,0,1,0
167400,Hammamet,Hammamet,Nabeul,800.0,3,2,0,2,65.4597220191691,1,0,1,0,1,1,0,0,1,1,1
106950,Aghir,Midoun,Djerba,800.0,3,2,0,2,343.090735663435,0,0,0,0,0,1,0,0,0,0,0
139500,Yasmine Hammamet,Hammamet,Nabeul,800.0,3,2,0,2,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
139500,Monastir Ville,Monastir Ville,Monastir,780.0,3,2,3,0,133.702450791434,1,0,0,0,0,0,0,0,0,0,0
238700,Hammamet,Hammamet,Nabeul,750.0,3,1,1,1,65.4597220191691,0,0,0,0,0,1,0,0,1,0,0
201500,Hammamet Sud,Hammamet,Nabeul,750.0,4,2,1,2,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
139500,Hammamet Sud,Hammamet,Nabeul,750.0,3,1,0,2,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
139500,Chotrana 3,La Soukra,Ariana,749.0,3,2,1,1,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
184450,Tezdaine,Djerba,Djerba,738.0,3,3,1,2,341.757988160383,1,0,0,0,0,0,0,0,0,0,0
294500,La Soukra,La Soukra,Ariana,734.0,3,2,3,1,13.6515294537323,1,0,0,0,0,1,0,0,1,1,1
465000,La Marsa,La Marsa,tunis,720.0,1,1,3,0,17.7221901283016,0,0,0,0,0,0,0,0,0,0,0
139500,Djerba,Djerba,Djerba,715.0,3,2,1,2,336.063533301856,0,0,0,0,0,0,0,0,0,0,1
303800,Chotrana 3,La Soukra,Ariana,714.0,3,2,3,1,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
294500,Chotrana 3,La Soukra,Ariana,714.0,3,2,4,1,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
1038500,La Marsa,La Marsa,tunis,710.0,3,3,1,1,17.7221901283016,1,0,0,0,0,1,0,0,1,1,1
1085000,La Marsa,La Marsa,tunis,700.0,3,3,1,1,17.7221901283016,1,0,0,0,0,1,0,0,1,1,1
201500,Nabeul,Nabeul,Nabeul,700.0,4,2,6,1,72.2958341903119,0,0,0,0,0,0,0,0,0,0,0
141050,Yasmine Hammamet,Hammamet,Nabeul,700.0,3,2,0,1,65.4597220191691,1,0,0,0,1,1,0,0,1,0,1
139500,Hammamet Nord,Hammamet,Nabeul,700.0,4,4,1,2,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
238700,Chott Meriem,Akouda,Sousse,668.0,3,1,2,1,111.167790931873,0,0,0,0,0,0,0,0,0,0,0
744000,Gammarth Supérieur,La Marsa,tunis,650.0,5,2,1,1,17.7221901283016,0,0,0,0,0,1,0,0,0,0,0
176700,Aghir,Midoun,Djerba,650.0,3,2,2,2,342.921479853051,1,0,0,0,0,1,0,1,1,0,1
170500,Mellita,Houmt Souk,Djerba,650.0,3,3,0,2,328.748597751635,0,0,0,0,0,1,0,0,1,0,0
151900,Tezdaine,Djerba,Djerba,650.0,3,2,0,2,342.460746610126,1,0,0,0,0,1,0,1,1,0,1
651000,Gammarth,La Marsa,tunis,639.0,3,2,1,1,17.051905570475,1,0,0,0,0,1,0,0,1,0,0
403000,Gammarth,La Marsa,tunis,630.0,4,2,1,1,17.051905570475,0,0,0,0,0,0,0,0,0,0,0
139500,Gammarth,La Marsa,tunis,621.0,3,2,1,1,17.051905570475,1,0,1,0,0,1,0,0,1,1,1
176700,Rades Meliane,Rades,Ben Arous,620.0,3,1,4,0,11.3920349533352,1,0,0,0,0,0,0,0,0,1,1
230950,Bou Mhel,Boumhel Bassatine,Ben Arous,612.0,3,1,4,1,30.8152660477654,0,0,0,0,0,1,0,0,1,0,0
186000,Houmt Souk,Houmt Souk,Djerba,610.0,3,2,1,2,329.885067333887,1,0,0,0,0,1,0,0,1,0,1
558000,Gammarth Supérieur,La Marsa,tunis,600.0,3,3,1,1,17.7221901283016,0,0,0,0,0,0,0,0,0,0,0
248000,Hammamet,Hammamet,Nabeul,600.0,3,2,1,1,65.4597220191691,0,0,0,0,1,1,0,0,1,1,1
204600,Hammamet,Hammamet,Nabeul,600.0,3,2,1,2,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
179800,Hammamet,Hammamet,Nabeul,600.0,3,2,0,2,65.4597220191691,1,0,0,0,1,1,0,0,1,1,1
170500,La Manouba,La Manouba,La Manouba,600.0,3,2,1,1,14.3537727228831,1,0,0,0,0,0,0,0,1,0,0
161200,Mornag,Mornag,Ben Arous,600.0,3,3,1,2,18.3799491860473,1,0,0,0,1,1,0,1,1,1,1
155000,Hammamet,Hammamet,Nabeul,600.0,3,1,1,1,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
120900,Midoune,Midoun,Djerba,600.0,3,2,1,1,339.731326924683,0,0,0,0,0,1,0,1,1,0,1
119244,Houmt Souk,Djerba,Djerba,600.0,3,2,1,2,336.063533301856,1,0,0,0,0,1,0,0,0,0,0
111600,Hammamet,Hammamet,Nabeul,600.0,3,1,1,1,65.4597220191691,0,0,0,0,1,0,0,0,1,0,0
105400,Midoune,Midoun,Djerba,600.0,3,2,1,2,340.869520697883,1,0,0,0,1,1,0,0,0,0,1
83700,Hammamet Nord,Hammamet,Nabeul,600.0,3,2,1,1,65.4597220191691,1,0,0,0,1,0,0,1,1,0,1
279000,Ain Zaghouan Nord,La Marsa,tunis,590.0,3,1,3,1,17.7221901283016,1,0,0,0,0,0,0,0,0,0,0
74090,Midoune,Midoun,Djerba,584.0,2,1,1,1,329.885067333887,0,0,0,0,0,0,0,0,0,0,0
127689,Djerba,Djerba,Djerba,580.0,3,3,1,2,336.063533301856,1,0,0,0,0,1,0,0,0,0,0
139500,La Marsa,La Marsa,tunis,580.0,3,3,1,1,17.7221901283016,0,0,0,1,0,0,0,0,0,0,0
139500,Hammamet Sud,Hammamet,Nabeul,567.0,3,3,1,2,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
139500,La Soukra,La Soukra,Ariana,565.0,4,2,1,1,11.3450822580238,0,0,0,0,0,1,0,0,1,1,1
207700,Cité el Ghazela,Raoued,Ariana,555.0,3,2,1,1,16.228614774176,1,0,0,0,0,0,0,0,1,1,0
387500,Le Kram,Le Kram,tunis,550.0,3,3,3,0,14.8369415778658,1,0,0,1,0,0,0,0,0,0,0
148800,Djerba,Djerba,Djerba,541.0,3,2,1,2,336.063533301856,1,0,0,0,0,1,0,0,0,0,0
248000,Ariana,Ariana Ville,Ariana,540.0,3,2,1,1,6.32498837542227,1,0,0,0,0,0,0,0,1,1,1
294500,Ezzahra,Ezzahra,Ben Arous,536.0,3,1,8,1,9.53373908202624,1,0,0,0,0,0,0,0,1,1,1
263500,Khezama,Sousse Jaouhara,Sousse,534.0,3,2,1,1,115.952440343795,1,0,0,0,0,0,0,0,0,0,0
341000,Le Kram,Le Kram,tunis,533.0,3,1,3,0,15.3139811663917,0,0,0,0,0,0,0,0,0,0,0
207700,Djerba,Djerba,Djerba,533.0,3,3,0,2,336.063533301856,1,0,0,0,0,1,0,0,0,0,0
139500,La Manouba,La Manouba,La Manouba,530.0,4,2,4,0,14.3537727228831,0,0,0,0,0,0,0,0,0,0,0
155000,Akouda,Akouda,Sousse,522.0,3,2,3,1,111.167790931873,1,0,0,0,0,1,0,0,0,0,0
260400,Sidi Rezig,Mégrine,Ben Arous,521.0,3,2,3,0,15.2468224381805,1,0,0,0,0,0,0,0,0,0,0
217000,El Manar 1,El Menzah,tunis,519.0,3,2,3,0,4.6317218774898,0,0,0,0,0,0,0,0,0,0,0
139500,Abou El Kacem Chebbi,Tunis,tunis,517.0,3,2,0,1,2.19113226059161,0,0,0,0,0,1,0,0,1,1,1
201500,Djerba,Djerba,Djerba,514.0,3,2,1,2,336.063533301856,1,0,0,0,0,1,0,0,1,1,1
341000,El Menzah 5,Ariana Ville,Ariana,510.0,3,2,3,0,6.32498837542227,1,0,0,0,0,0,0,0,1,1,1
279000,Hammamet Sud,Hammamet,Nabeul,500.0,3,2,1,1,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
263500,Hammamet Sud,Hammamet,Nabeul,500.0,3,3,0,2,65.4597220191691,0,0,0,0,0,1,0,0,0,1,1
217000,El Mourouj 4,El Mourouj,Ben Arous,500.0,3,1,1,1,15.2468224381805,1,0,0,0,0,0,0,0,1,0,0
217000,Hammam Chatt,Hammam Chatt,Ben Arous,500.0,3,2,1,1,84.0946305610268,1,0,0,0,0,0,0,0,1,1,1
139500,Hammamet,Hammamet,Nabeul,500.0,3,2,1,1,65.4597220191691,1,0,0,0,1,0,0,0,1,0,0
93000,Jaafar,Raoued,Ariana,500.0,3,2,1,1,16.228614774176,1,0,0,0,0,0,0,0,0,0,0
139500,Chotrana 1,La Soukra,Ariana,500.0,3,2,1,1,11.3450822580238,0,0,0,0,0,0,0,0,1,1,1
139500,Nouvelle Medina,Nouvelle Medina,Ben Arous,500.0,3,2,1,2,1.93004994234137,1,0,0,0,1,0,0,0,1,1,1
139500,Houmt Souk,Houmt Souk,Djerba,500.0,4,4,0,2,329.885067333887,1,0,0,0,0,0,0,0,0,0,0
139500,Djerba,Djerba,Djerba,500.0,3,2,0,2,336.063533301856,1,0,0,1,0,1,0,0,0,0,0
139500,Hammamet Nord,Hammamet,Nabeul,500.0,3,2,1,2,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
139500,Beni Khiar,Beni Khiar,Nabeul,500.0,4,2,1,1,76.0435588201412,1,0,0,0,0,0,0,0,0,0,0
759500,Carthage,Carthage,tunis,498.0,3,2,3,0,16.956028959712,0,0,0,0,0,0,0,0,0,0,0
589000,La Soukra,La Soukra,Ariana,497.0,3,4,0,2,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
139500,La Soukra,La Soukra,Ariana,496.0,3,3,1,2,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
279000,Hammam Sousse,Hammam Sousse,Sousse,491.0,4,3,1,2,113.425986263756,1,0,0,0,0,0,0,0,1,0,0
558000,Gammarth,La Marsa,tunis,483.0,3,1,1,1,17.051905570475,1,0,0,0,0,1,0,0,1,0,0
285200,Nouvelle Medina,Nouvelle Medina,Ben Arous,480.0,3,2,1,1,1.93004994234137,1,0,0,0,0,1,0,0,0,0,0
248000,Hammamet Sud,Hammamet,Nabeul,480.0,3,4,1,2,65.4597220191691,0,0,0,0,1,1,0,0,1,0,0
179800,Chotrana 1,La Soukra,Ariana,478.0,3,2,1,1,7.27222631549826,0,0,1,0,0,0,1,0,1,1,1
217000,Raoued,Raoued,Ariana,476.0,13,5,2,1,16.228614774176,0,0,1,0,0,0,0,0,0,0,0
232500,Hammamet Sud,Hammamet,Nabeul,465.0,4,2,0,2,65.4597220191691,1,0,0,0,1,1,0,1,1,1,1
148800,Hammamet,Hammamet,Nabeul,463.0,3,2,1,1,65.4597220191691,1,0,0,0,0,0,0,0,0,0,0
155000,Ben Arous,Ben Arous,Ben Arous,462.0,3,2,1,1,327.765254316544,1,0,0,0,0,0,0,0,0,0,0
139500,Ben Arous,Ben Arous,Ben Arous,462.0,3,2,1,1,6.65282312033545,1,0,0,0,0,0,0,0,0,0,0
527000,Gammarth,La Marsa,tunis,460.0,3,3,1,2,17.7221901283016,0,0,1,0,0,1,0,0,1,1,1
511500,Gammarth,La Marsa,tunis,460.0,3,3,1,2,17.7221901283016,0,0,1,0,0,1,0,0,1,1,1
139500,Hammamet Sud,Hammamet,Nabeul,460.0,4,5,1,2,65.4597220191691,0,0,0,0,0,1,0,0,0,0,0
139500,Hammamet Sud,Hammamet,Nabeul,460.0,4,4,0,2,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
430900,La Soukra,La Soukra,Ariana,454.0,4,3,1,1,11.3450822580238,0,0,0,0,0,1,0,0,0,0,0
837000,Cité Les Pins,La Marsa,tunis,450.0,3,1,1,1,10.1287369466105,1,0,0,0,0,1,0,0,1,0,0
300700,Aouina,La Marsa,tunis,450.0,6,3,3,1,17.7221901283016,0,0,0,0,0,0,0,0,1,1,1
232500,Hammam Sousse,Hammam Sousse,Sousse,450.0,3,2,1,1,113.681036216882,1,0,0,0,0,0,0,0,0,0,0
139500,Borj Cedria,Hammam Chatt,Ben Arous,450.0,3,2,1,2,29.7217958814648,1,0,0,0,0,0,0,0,1,1,0
139500,Tezdaine,Djerba,Djerba,450.0,3,2,1,2,341.758020974906,1,0,0,0,0,1,0,0,0,0,0
139500,Hammamet,Hammamet,Nabeul,450.0,1,2,1,1,68.3254652146869,0,0,0,1,0,0,0,1,0,1,0
139500,Hammam Sousse,Hammam Sousse,Sousse,450.0,3,2,1,1,113.681036216882,1,0,0,0,0,0,1,0,1,1,0
201500,Ezzahra,Ezzahra,Ben Arous,444.0,3,2,3,0,9.53373908202624,0,0,0,0,0,0,0,0,0,0,0
139500,Bou Mhel,Boumhel Bassatine,Ben Arous,441.0,3,1,2,1,33.1201159306393,1,0,0,0,1,0,0,0,1,1,1
263500,Hammamet Nord,Hammamet,Nabeul,440.0,3,2,1,1,65.4597220191691,0,0,0,1,0,1,0,0,0,0,0
120900,Borj Cedria,Hammam Chatt,Ben Arous,440.0,3,2,3,0,84.0946305610268,1,0,0,0,0,0,0,0,0,0,0
93000,Midoune,Midoun,Djerba,440.0,3,2,1,1,339.995972809439,0,0,0,0,0,1,0,1,0,0,1
139500,Bou Mhel,Boumhel Bassatine,Ben Arous,436.0,4,2,2,2,30.8152660477654,1,0,1,0,0,0,0,0,1,1,1
139500,El Mourouj 2,El Mourouj,Ben Arous,431.0,3,2,1,1,15.2468224381805,1,0,0,0,0,0,0,0,0,0,0
248000,Cité Ennasr 1,Ariana Ville,Ariana,424.0,3,3,1,1,6.32498837542227,1,0,0,0,1,0,0,0,1,1,1
465000,La Soukra,La Soukra,Ariana,420.0,4,4,2,1,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
418500,Hammamet,Hammamet,Nabeul,420.0,3,1,1,1,65.4597220191691,1,0,0,0,0,0,0,0,1,1,1
224750,El Omrane,El Omrane,tunis,420.0,3,1,1,1,2.99599074292579,1,0,0,0,0,0,0,0,0,0,1
148800,Bou Kornine,Hammam Lif,Ben Arous,419.0,3,1,5,1,18.230347164571,1,0,0,0,1,0,0,0,0,0,1
88350,Hammamet,Hammamet,Nabeul,416.0,2,1,1,2,65.4597220191691,0,0,0,0,0,1,0,0,0,0,0
651000,Gammarth,La Marsa,tunis,415.0,3,3,0,2,17.7221901283016,1,0,0,1,0,1,0,0,1,1,1
279000,Djerba,Djerba,Djerba,415.0,3,3,1,2,336.063533301856,0,0,0,1,0,1,0,0,0,1,1
139500,Midoune,Midoun,Djerba,415.0,3,2,1,2,340.473119850887,0,0,0,1,0,1,0,0,1,0,1
403000,Mutuelle Ville,El Menzah,tunis,413.0,3,1,5,0,3.36045988098661,0,0,0,0,0,0,0,0,0,0,0
99200,Hammamet Nord,Hammamet,Nabeul,405.0,3,1,1,1,65.4597220191691,0,0,0,0,0,0,0,0,1,0,0
1085000,La Marsa,La Marsa,tunis,400.0,3,4,1,1,17.7221901283016,1,0,0,1,0,0,0,0,1,1,1
992000,Carthage,Carthage,tunis,400.0,4,3,2,1,16.956028959712,1,0,0,0,0,1,0,0,1,1,1
651000,Gammarth,La Marsa,tunis,400.0,3,3,1,2,17.7221901283016,0,0,1,0,0,1,0,0,1,1,1
651000,Gammarth,La Marsa,tunis,400.0,3,2,1,2,17.051905570475,1,0,0,0,0,1,0,0,1,1,1
558000,Gammarth,La Marsa,tunis,400.0,3,2,0,2,17.051905570475,1,0,0,0,0,1,0,0,1,1,1
527000,El Manar 1,El Menzah,tunis,400.0,3,2,1,1,4.6317218774898,0,0,0,0,0,0,0,0,1,0,0
511500,La Soukra,La Soukra,Ariana,400.0,3,4,1,1,11.3450822580238,0,0,0,0,0,1,0,0,1,1,1
372000,La Soukra,La Soukra,Ariana,400.0,3,2,1,1,13.6515294537323,1,0,0,0,0,1,0,0,1,0,1
356500,La Soukra,La Soukra,Ariana,400.0,4,4,1,1,11.3450822580238,1,0,0,0,0,0,0,0,1,1,1
303800,Hammamet,Hammamet,Nabeul,400.0,3,1,1,2,65.4597220191691,1,0,0,0,0,0,0,0,1,1,1
263500,Cité Essalem,Boumhel Bassatine,Ben Arous,400.0,10,4,1,1,30.8152660477654,1,0,0,0,1,0,0,0,0,0,0
235600,Ain Zaghouan Nord,La Marsa,tunis,400.0,3,1,1,1,12.8760503810794,0,0,0,0,0,0,1,0,1,0,0
232500,La Marsa,La Marsa,tunis,400.0,3,1,1,1,17.7221901283016,1,0,0,0,0,0,0,0,1,1,0
201500,Hammamet,Hammamet,Nabeul,400.0,3,3,2,2,17.7221901283016,1,0,0,0,0,0,0,0,1,1,1
192200,Le Bardo,Le Bardo,tunis,400.0,3,2,1,2,5.30148623956287,1,0,0,0,0,0,0,0,1,1,1
167400,Chotrana 1,La Soukra,Ariana,400.0,3,1,1,1,11.3450822580238,1,0,0,0,0,0,0,0,0,0,0
164300,La Soukra,La Soukra,Ariana,400.0,3,1,1,1,13.6515294537323,1,0,0,0,0,0,0,0,0,0,0
130200,Djerba,Djerba,Djerba,400.0,3,3,0,2,336.063533301856,0,0,0,0,0,1,0,0,0,0,0
117800,Bhar Lazreg,La Marsa,tunis,400.0,3,1,1,1,17.7221901283016,0,0,0,0,0,0,0,0,1,0,0
99014,Houmt Souk,Djerba,Djerba,400.0,3,2,1,2,336.063533301856,1,0,0,0,0,0,0,0,0,0,0
88040,Yasmine Hammamet,Hammamet,Nabeul,400.0,3,1,5,0,53.9507706813949,1,0,0,1,1,0,0,0,0,0,0
86800,Hammamet Sud,Hammamet,Nabeul,400.0,2,1,1,2,65.4597220191691,0,0,0,0,0,0,0,0,1,0,0
65100,Djerba,Djerba,Djerba,400.0,3,1,1,1,340.754656540461,0,0,0,0,0,0,0,0,0,0,0
36890,Djerba,Djerba,Djerba,400.0,2,1,1,1,336.063533301856,0,0,0,0,0,0,0,0,0,0,0
139500,Djerba,Djerba,Djerba,400.0,3,2,1,2,336.063533301856,0,0,0,1,0,1,0,0,0,0,0
139500,Gammarth,La Marsa,tunis,400.0,4,3,1,1,17.7221901283016,1,0,0,0,0,1,0,0,1,1,1
186000,Hammamet Sud,Hammamet,Nabeul,399.0,3,2,1,1,65.4597220191691,1,0,0,0,0,0,0,0,0,1,1
139500,Akouda,Akouda,Sousse,397.0,3,2,1,1,111.167790931873,0,0,0,0,0,0,0,0,1,1,1
139500,Ariana,Ariana Ville,Ariana,394.0,3,1,1,2,6.32498837542227,0,0,0,0,0,0,0,0,1,0,0
161200,Radès,Rades,Ben Arous,393.0,3,1,1,1,11.3920349533352,0,0,0,0,0,0,0,0,0,0,0
449500,La Marsa,La Marsa,tunis,390.0,3,2,1,1,14.249053168265,0,0,0,0,0,0,0,0,1,0,0
275900,El Menzah 1,El Menzah,tunis,390.0,4,3,4,0,3.80633013736783,0,0,0,0,0,0,0,0,0,0,0
263500,Hammamet Nord,Hammamet,Nabeul,385.0,3,4,1,2,65.4597220191691,0,0,0,0,1,1,0,0,1,1,1
192200,Hammamet,Hammamet,Nabeul,385.0,3,2,0,2,65.4597220191691,0,0,0,0,0,1,0,0,0,0,0
139500,Borj Cedria,Hammam Chatt,Ben Arous,385.0,3,2,1,1,29.7217958814648,1,0,0,1,1,0,0,0,1,1,1
1085000,Chotrana 3,La Soukra,Ariana,380.0,4,4,1,1,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
713000,La Marsa,La Marsa,tunis,380.0,3,4,2,1,17.7221901283016,1,0,0,0,0,1,0,0,1,1,1
527000,Gammarth Supérieur,La Marsa,tunis,380.0,3,2,2,1,17.7221901283016,0,0,0,0,0,0,0,0,1,1,1
99200,Raoued,Raoued,Ariana,380.0,3,2,1,1,28.033885796573,1,0,0,0,0,0,0,0,1,1,0
139500,Borj Cedria,Hammam Chatt,Ben Arous,376.0,3,2,1,2,84.0946305610268,0,0,0,0,0,0,0,0,1,1,1
139500,Borj Cedria,Hammam Chatt,Ben Arous,371.0,3,2,1,1,84.0946305610268,1,0,0,0,0,0,0,0,1,1,0
74400,Houmt Souk,Houmt Souk,Djerba,370.0,3,2,0,2,329.222979530372,1,0,0,0,0,0,0,0,0,0,0
139500,Hammamet Nord,Hammamet,Nabeul,370.0,3,3,1,2,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
434000,Cité Jardins,Cité El Khadra,tunis,368.0,4,2,3,0,5.34160174854717,0,0,0,0,0,0,0,0,0,0,0
139500,Les Jardins d'El Menzah 2,Ariana Ville,Ariana,368.0,3,3,3,1,6.32498837542227,1,0,1,0,0,1,0,0,1,0,0
173600,La Soukra,La Soukra,Ariana,367.0,3,2,1,1,13.6515294537323,0,0,0,0,0,0,0,0,0,0,0
170500,Sahloul,Sousse Jaouhara,Sousse,367.0,3,1,1,2,117.273190424209,0,0,0,0,0,0,0,0,1,0,1
372000,Hammamet,Hammamet,Nabeul,366.0,3,3,1,2,65.4597220191691,1,0,1,1,1,1,1,0,1,1,1
139500,Cité Rades 2,Rades,Ben Arous,365.0,3,2,1,1,11.3920349533352,0,0,0,0,0,0,0,0,1,1,1
372000,Gammarth,La Marsa,tunis,364.0,3,3,0,2,17.7221901283016,1,0,1,1,0,1,0,0,1,1,1
139500,Les Berges Du Lac 2,La Marsa,tunis,364.0,3,3,1,2,10.2013421125342,1,0,1,0,0,1,1,0,1,1,1
139500,Cité El Wafa,Nabeul,Nabeul,361.0,3,2,1,2,72.8250683705131,0,0,1,0,0,1,1,0,1,1,1
558000,Gammarth,La Marsa,tunis,360.0,3,3,1,2,17.7221901283016,1,0,1,0,0,1,0,0,1,1,1
449500,Les Berges Du Lac 2,La Marsa,tunis,360.0,3,2,1,1,10.2013421125342,1,0,0,0,0,1,0,0,1,0,0
248000,Hammam Sousse,Hammam Sousse,Sousse,360.0,3,2,1,1,113.681036216882,0,0,0,0,0,0,0,0,0,0,0
232500,Hammamet Nord,Hammamet,Nabeul,360.0,3,1,0,1,65.4597220191691,0,0,0,0,0,1,0,0,0,1,1
139500,Houmt Souk,Houmt Souk,Djerba,360.0,3,2,1,1,329.885067333887,1,0,0,0,0,1,0,0,1,0,0
170500,Hammam Sousse,Hammam Sousse,Sousse,358.0,3,2,1,1,113.681036216882,1,0,0,0,0,0,0,0,0,0,0
139500,Hammamet,Hammamet,Nabeul,355.0,3,2,1,1,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
142600,Ariana,Ariana Ville,Ariana,352.0,4,4,3,1,6.32498837542227,0,0,0,0,0,0,0,0,0,0,0
465000,Hammam Sousse,Hammam Sousse,Sousse,350.0,3,2,1,1,113.681036216882,0,0,0,0,0,0,0,0,0,0,0
186000,Hammamet,Hammamet,Nabeul,350.0,3,2,0,2,65.4597220191691,1,0,0,0,0,1,0,0,1,0,0
164300,Cité El Wafa,Nabeul,Nabeul,350.0,3,2,0,2,69.147867792204,1,0,0,0,0,0,0,0,1,1,1
111600,Midoune,Midoun,Djerba,350.0,3,2,1,2,329.885067333887,0,0,0,0,0,0,0,0,0,0,0
108500,Hammamet,Hammamet,Nabeul,350.0,3,2,1,2,65.4597220191691,0,0,0,0,0,0,0,0,1,1,1
